Provider,Data Center Name,Address
Firstlight Fiber,Brunswick Data Center,"14 Resilient Circle, Brunswick, Maine, EE. UU."
Firstlight Fiber,Lebanon Data Center,"16 Cavendish Court, Lebanon, Nuevo Hampshire, EE. UU."
South Front Networks,Waterloo Data Center,"206 West 13th Street, Waterloo, Iowa 50702, EE. UU."
Citynet,Charleston Data Center,"226 Kanawha Blvd E, Charleston, WV 25302, EE. UU."
CyrusOne,SCV1 Silicon Valley Data Center,"2600 De La Cruz Boulevard, Santa Clara, CA, USA"
MOD Mission Critical,DA2 - Flexential Dallas Plano Data Center PoP,"3500 East Plano Parkway, Plano, TX, USA"
CenterServ,Riverside Data Center,"11801 Pierce Street, Riverside, CA, USA"
ColoBarn,Florida Data Center,"3225 Jordan Boulevard, Malabar, FL, USA"
BreezeHost.io,Chicago,"427 South La Salle Street, Chicago, IL, USA"
Latitude.sh,Ashburn,"43830 Devin Shafron Drive, Ashburn, VA, USA"
Amazon AWS,Kipper Campus,"22420 Kipper Dr, Dulles, Virginia 20166, USA"
Amazon AWS,Import Campus,"44254 Import Plaza, Ashburn, Virginia 20147, USA"
Hostman LTD,NJ1 - New York Data Center,"101 Possumtown Rd, Piscataway Township, NJ, USA"
Lumen,Dayton 1 Data Center,"600 South Broadway Street, Dayton, OH, USA"
PowerHouse Data Centers,"PowerHouse ABX-1 (Ashburn, VA)","21529 Beaumeade Circle, Ashburn, VA 20147, USA"
COPT Defense Properties,6731 Columbia Gateway Drive,"6731 Columbia Gateway Drive, Columbia, MD, USA"
Windstream,"Lincoln, NE Data Center","1440 M Street, Lincoln, NE, USA"
H5 Data Centers,"Herndon, VA","470 Springpark Pl, Herndon, VA 20170, USA"
Cogent Communications,Franklin Data Center,"254 State Highway 23, Franklin, New Jersey 07416, USA"
Lumen,Bakersfield 2 Data Center,"1430 Truxtun Ave, Bakersfield, CA, USA"
Lumen,Boise 1 Data Center,"2223 West Airport Way, Boise, ID, EE. UU."
Crown Castle,Crown Castle Los Angeles LA2,"609 W 7th St, Los Angeles, California 90017, USA"
Enzu,AUS3 Austin Data Center,"7500 Metro Center Dr, Austin, TX, USA"
Colocation America,LADC5 - Los Angeles Data Center,"650 South Grand Avenue, Los Angeles, CA, USA"
ByteGrid,Lynnwood Data Center,"4200 194th Street Southwest, Lynnwood, Washington 98036, USA"
ServerMania,Los Angeles Data Center,"530 West 6th Street suite 901, Los Angeles, CA, USA"
Lumen,Sacramento 2 Data Center,"1005 North B Street, Sacramento, CA, USA"
Lumen,Springfield 1 Data Center,"1 Federal Street, Springfield, MA, USA"
Cogent Communications,Irving Data Center,"2511 E Grauwyler Rd, Irving, Texas 75061, USA"
Crown Castle,Manchester Data Center,"1 Sundial Avenue, Manchester, NH 03103, EE. UU."
Stream Data Centers,Santa Clara VI,"3011 Lafayette Street, Santa Clara, California 95054, EE. UU."
Firstlight Fiber,Rockland Data Center,"1050 Hingham Street, Rockland, Massachusetts, EE. UU."
menlo digital,Fort Worth Data Center,"14901 FAA Boulevard, Fort Worth, Texas, EE. UU."
iTel Networks Inc.,New York Ave of the Americas Data Center,"32 Ave of the Americas, New York, NY, USA"
TierPoint,Omaha - Bellevue Data Center,"1001 Fort Crook Road North, Bellevue, NE 68005, USA"
CenterServ,Honolulu Data Center,"7 Waterfront Street, Honolulu, HI, USA"
Iron Mountain Data Centers,VA-4 - Northern Virginia Data Center,"11600 Hayden Road, Manassas, VA, USA"
Atlantic Metro Communications,LGA13 65 Broadway Data Center,"65 Broadway, New York, NY, USA"
Lumen,Fort Worth 3 Data Center,"515 Houston Street, Fort Worth, TX, USA"
Lumen,Akron 1 Data Center,"520 South Main Street, Akron, OH, EE. UU."
Crown Castle,Crown Castle Los Angeles LA1,"624 S Grand Ave, Los Ángeles, Los Angeles, California, EE. UU."
T Mobile,T-Mobile Everglades MSO,"4850 Northwest 103rd Avenue, Sunrise, Broward County, Florida, EE. UU."
Google,Botetourt Center Industrial Park,"984 International Pkwy, Daleville, Virginia 24083, USA"
Lumen,Dallas 3 Data Center,"1150 Regal Row, Dallas, TX, USA"
TierPoint,Seattle Data Center,"100 4th Avenue North, Seattle, WA, USA"
Lumen,San Diego 2 Data Center,"8923 Complex Drive, San Diego, CA, USA"
NTT Global Data Centers,VA4 Ashburn Data Center,"21583 Megawatt Dr, Ashburn, VA 20147, USA"
Lumen,Washington DC 2 Data Center,"1220 L Street Northwest, Washington, DC, USA"
Lumen,Waco 1 Data Center,"1417 Air Base Rd, Waco, TX, USA"
COPT Defense Properties,"209 Research Boulevard, Aberdeen","209 Research Boulevard, Aberdeen, MD, USA"
Innova Solutions,Spokane Data Center,"304 West Pacific Avenue suite 210, Spokane, Washington, USA"
EdgeConnex,SDG01 San Diego Data Center,"5761 Copley Drive suite 150b, San Diego, CA 92111, USA"
"Datacate, Inc",SJC1 Bay Area Santa Clara Data Center,"2151 Mission College Blvd, Santa Clara, CA, USA"
CenterServ,Garland Data Center,"675 Town Square Blvd, Garland, TX, USA"
Watch Communications,Ohio Data Center,"3225 West Elm Street, Lima, OH 45805, USA"
Acronis,Ashburn Data Center,"21701 Filigree Ct bldg d, Ashburn, VA 20147, USA"
Firstlight Fiber,Manchester Data Center,"77 Sundial Avenue, Manchester, New Hampshire, EE. UU."
CenterServ,Cleveland Data Center,"600 Superior Avenue, Cleveland, OH, USA"
Equinix,Culpeper Campus,"18155 Technology Drive, Culpeper, Virginia 22701, USA"
Lumen,Daytona Beach 1 Data Center,"111 North Segrave Street, Daytona Beach, FL, USA"
Lumen,Columbus 3 Data Center,"226 North 5th Street, Columbus, OH, USA"
"Consolidated Communications Holdings, Inc.",Des Moines Data Center,"400 Locust Street suite 190, Des Moines, IA 50309, EE. UU."
Aptum Technologies,Atlanta Data Center,"760 W Peachtree St NW, Atlanta, Georgia, EE. UU."
NTT Global Data Centers,CA2 Sacramento Data Center,"1312 Striker Avenue, Sacramento, CA, USA"
China Telecom,Ashburn 1 Data Center,"21111 Ridgetop Circle, Sterling, VA 20166, USA"
COPT Defense Properties,7134 Columbia Gateway Drive,"7134 Columbia Gateway Drive, Columbia, MD, USA"
Windstream,"Texarkana, TX Data Center","507 Olive St, Texarkana, TX 75501, USA"
Innova Solutions,Fresno Data Center,"7330 North Palm Avenue suite 105, Fresno, California, USA"
menlo digital,MD-SV1 (Sunnyvale),"888-894 Ross Drive, Sunnyvale, California, EE. UU."
menlo digital,MD-VA1 (Herndon),"13775 McLearen Road, Herndon, VA, EE. UU."
Limestone Networks,LAX1 Los Angeles Data Center,"44 North Douglas Street, El Segundo, CA, USA"
Atlantic.net,San Francisco Data Center,"2820 Northwestern Pkwy, Santa Clara, CA, USA"
CenterServ,Aurora Data Center,"8354 Northfield Blvd, Denver, CO, USA"
CloudHQ,LC1 United States - Northern VA,"21955 Loudoun County Pkwy, Ashburn, Virginia 20147, USA"
Krypt,"Data Center Los Angeles, CA (LAX2)","600 West 7th Street suite 510, Los Angeles, CA 90017, USA"
Lumen,San Francisco 1 Data Center,"185 Berry Street, San Francisco, CA, USA"
Lumen,Baltimore 4 Data Center,"601 East Pratt Street, Baltimore, MD, USA"
Stream Data Centers,Santa Clara I – II Data center,"1350 Duane Avenue, Santa Clara, California, EE. UU."
T Mobile,T-Mobile 50 NE 9th St,"50 Northeast 9th Street, Miami, FL 33132, USA"
Fifteenfortyseven critical systems realty,HAII1 AlohaNAP data center,"91-340 Farrington Highway, Kapolei, Hawái, EE. UU."
DataBank,SLC4 Granite Point Data Center,"14860 Pony Express Road, Riverton, UT, USA"
EdgeConnex,SAC01 Sacramento Data Center,"10980 Gold Center Dr, Rancho Cordova, CA 95670, USA"
HorizonIQ,Silicon Valley 1 Data Center,"2151 Mission College Boulevard, Santa Clara, CA, USA"
OpenColo,OpenColo - SC1,"3223 Kenneth St, Santa Clara, CA 95054, USA"
SD Data Center,"Englewood, CO","8636 South Peoria Street, Englewood, Colorado, USA"
Csquare,IAD2-B Sterling Data Center,"22860 International Drive, Sterling, VA 20166, USA"
Cogent Communications,Cleveland 2 Data Center,"2650 Rockefeller Ave, Cleveland, Ohio 44115, USA"
Lumen,Buffalo 1 Data Center,"240 Scott Street, Buffalo, NY, USA"
MOD Mission Critical,SL1 - Flexential SLC Data Center PoP,"3949 South 200 East, Murray, UT, USA"
Zenlayer,MIA1 Miami Data Center,"50 Northeast 9th Street, Miami, FL 33132, United States"
Equinix,SV14 Silicon Valley Data Center,"2960 Corvin Drive, Santa Clara, CA, USA"
EdgeConnex,RIC01 Richmond Data Center,"1450 East Parham Road suite c, Richmond, Virginia 23228, USA"
"Voonami, LLC",SLC2 2302 Presidents Drive Data Center,"2302 Presidents Drive, West Valley City, UT, USA"
Hivelocity,SNV1 Sunnyvale CA,"444 Toyama Drive, Sunnyvale, CA 94089, USA"
Krypt,Data Center Secaucus NJ (EWR1),"1 Enterprise Ave N, Secaucus, NJ 07094, USA"
Lumen,College Park 1 Data Center,"4311 Best Rd, College Park, GA, USA"
Lumen,Austin Data Center,"1825 Kramer Lane, Austin, TX, USA"
DataBank,DataBank SLC5 Data Center,"14926 Pony Express Road, Bluffdale, UT 84065, USA"
Zenlayer,SJC3 Data Center,"1656 McCarthy Blvd, Milpitas, CA 95035, EE. UU."
Digital Realty,Northern Virginia IAD12 Data Center,"43881 Devin Shafron Drive bldg b, Ashburn, VA 20147, USA"
INOC Data Centers,Uptown Data Center - ALB3,"4 Tower Place, Albany, NY, USA"
Enzu,SEA3 Seattle Data Center,"140 4th Avenue North, Seattle, WA, USA"
CenterServ,Buffalo Data Center,"50 Fountain Park, Buffalo, NY, USA"
C-Spire,Gulfport Data Center,"10394 Express Dr, Gulfport, MS 39503, USA"
Logix,Dallas Data Center,"2323 Bryan St, Dallas, Texas, USA"
Synoptek,Chicago Data Center,"935 Lakeview Pkwy ste 105, Vernon Hills, IL 60061, USA"
AT&T,Irvine LA2 Data Center,"2681 Kelvin Avenue, Irvine, CA, USA"
EXA Infrastructure,EXA Albany Data Center,"11 North Pearl Street, Albany, NY 12207, EE. UU."
Crown Castle,"Datacenter, PoP","2042 Corte Del Nogal suite d, Carlsbad, CA 92011, EE. UU."
Citynet,Columbus Data Center,"251 Neilston St, Columbus, OH 43215, EE. UU."
EvoSwitch,DAY-01 Springboro Data Center,"3366 South Tech Boulevard, Miamisburg, OH, USA"
INOC Data Centers,Downtown Data Center - ALB1,"80 State Street, Albany, NY, USA"
Zenlayer,IAD1 Washington DC Data Center,"21721 Filigree Court, Ashburn, VA 20147, USA"
China Telecom,QTS SC2 Data Center,"2807 Mission College Boulevard, Santa Clara, CA, USA"
unWired Broadband LLC,Fresno Data Center,"215 W Fallbrook Ave suite 203, Fresno, CA 93711, USA"
Zayo,"Seattle, Washington","12201 Tukwila International Boulevard suite 200, Tukwila, WA 98168, USA"
Lumen,Emeryville 1 Data Center,"5000 Hollis Street, Emeryville, CA, USA"
Lumos Networks,751 Chicago Ave Data Center,"751 Chicago Ave, Harrisonburg, VA, USA"
Telstra,Chicago CH4 Data Center,"2101-2199 S Calumet Ave, Chicago, IL 60616, USA"
Innova Solutions,Bakersfield Data Center,"4560 California Avenue suite 100, Bakersfield, California, USA"
Innova Solutions,Santa Rosa Data Center,"100 Stony Point Road suite 100, Santa Rosa, California, USA"
Stream Data Centers,Santa Clara IV,"870 Duane Avenue, Santa Clara, California 95054, EE. UU."
menlo digital,Portland Data Center,"1207-1235 West Burnside Street, Portland, OR, EE. UU."
teraswitch,Newark Data Center,"165 Halsey Street, Newark, Nueva Jersey, EE. UU."
Hivelocity,Chicago Wells Data Center,"725 S Wells St, Chicago, Illinois, USA"
Atlantic Metro Communications,IAD4 13873 Park Center Rd Data Center,"13873 Park Center Rd, Herndon, VA, USA"
Cogent Communications,Rialto Data Center,"282 North Sycamore Avenue, Rialto, California 92376, USA"
OneSource Cloud Corporation,DA0 Data Center,"900 North Dorothy Drive, Richardson, TX, USA"
CDS Global,NY1 Data Center,"275 Hartz Way, Secaucus, NJ, EE. UU."
LOGIX Fiber Networks,Austin Data Center,"905 East 6th Street, Austin, Texas, EE. UU."
Lumen,Las Vegas 2 Data Center,"4485 East Sahara Avenue, Las Vegas, NV, USA"
"Datacate, Inc",SMF1 Sacramento Rancho Cordova Data Center,"2999 Gold Canal Drive, Rancho Cordova, CA, USA"
Evocative,Santa Clara Data Center (SJC14),"1525 Comstock Street, Santa Clara, CA 95054, USA"
Digital Realty,Los Angeles LAX11 Data Center,"200 North Nash Street, El Segundo, CA, USA"
CloudHQ,CLP Campus United States - Northern VA,"14521 McDevitt Drive, Culpeper, Virginia 22701, USA"
Krypt,"Data Center Dallas, TX (DAL6)","1221 Coit Rd, Plano, TX 75075, USA"
Fibernet,ORM1 Data Center,"1145 South 800 East, Orem, UT 84097, USA"
Lumen,Raleigh 3 Data Center,"3440 Tarheel Drive, Raleigh, NC, USA"
Lumen,Denver 4 Data Center,"950 17th Street, Denver, CO, USA"
menlo digital,San Jose Data Center,"300 Holger Way, San Jose, California, EE. UU."
Xfernet,Los Angeles Data Center (Wilshire Blvd),"3250 Wilshire Boulevard, Central LA, Los Angeles, CA, USA"
Cogent Communications,Vienna Data Center,"1921 Gallows Rd, Vienna, VA, USA"
Csquare,SFO4-B Santa Clara Data Center,"1550 Space Park Dr, Santa Clara, CA 95054, USA"
Lumen,Cleveland 6 Data Center,"4000 Chester Avenue, Cleveland, OH, USA"
FDCservers.net,DC15 Equinix,"44780 Performance Circle, Ashburn, VA, USA"
Telstra,New Jersey Data Center,"15 Enterprise Ave N, Jersey City, NJ 07305, USA"
CBTS LLC,Mason Data Center,"784 South Forest Avenue, Mason, Ohio 45040, USA"
Metrobloks,MIA-A1 Metrobloks Data Center,"500 Northwest 137th Avenue, Miami, Florida, EE. UU."
Stream Data Centers,Santa Clara III,"3075 Raymond Street, Santa Clara, California 95054, EE. UU."
TATA Communications,Herndon Data Center,"2355 Dulles Corner Boulevard, Herndon, VA, USA"
Sabey Data Centers,SDC Columbia Data Center,"4405 Grant Rd, East Wenatchee, WA 98802, USA"
CoreSite,SV4 Silicon Valley Data Center,"2972 Stender Way, Santa Clara, CA, USA"
Lumen,Houston 4 Data Center,"1124 Hardy Street, Houston, TX, USA"
H5 Data Centers,"Silicon Valley, CA","1360 Kifer Rd, Sunnyvale, CA 94086, USA"
Lumen,Monmouth Junction 1 Data Center,"4260 U.S. 1, Monmouth Junction, NJ, USA"
"Consolidated Communications Holdings, Inc.",Mattoon Data Center,"1501 Charleston Avenue, Mattoon, Illinois, EE. UU."
Alchemy Data Centers LLC,Los Angeles 2 Data Center,"1200 West 7th Street, West 7th Street, Los Angeles, CA 90017, EE. UU."
Enzu,SEA2 Seattle Data Center,"12201 Tukwila International Boulevard, Tukwila, WA, USA"
Liberty Center One,Zimcom Office,"1080 Nimitzview Dr #400, Cincinnati, OH, USA"
Synoptek,Rochester Data Center,"1100 Pittsford Victor Rd, Pittsford, NY 14534, USA"
AT&T,Redwood City RWC1 Data Center,"3175 Spring St, Redwood City, CA, USA"
Lumen,San Antonio 2 Data Center,"1203 North Frio Street, San Antonio, TX, USA"
Cogent Communications,Stockton Data Center,"3807 Coronado Ave, Stockton, California 95204, USA"
Cogent Communications,Raleigh Data Center,"608 W Hargett St, Raleigh, North Carolina 27603, USA"
Innova Solutions,San Diego Data Center,"3333 Camino del Rio South suite 110, San Diego, California, USA"
Innova Solutions,Tempe Data Center,"950 West Elliot Road suite 216, Tempe, AZ, USA"
Crown Castle,Worthington Data Center,"720 B Lakeview Plaza Boulevard, Worthington, Ohio, EE. UU."
TATA Communications,Burlingame Data Center,"700 Airport Blvd., Burlingame, CA, USA"
LOGIX Fiber Networks,Houston Data Center,"811 Louisiana Street, Houston, Texas, EE. UU."
Aligned Data Centers,PHX-07 Data Center,"8907 N Reems Rd, Waddell, AZ, USA"
menlo digital,MD-VA3 (Richmond),"2255 Jamestown Drive, Petersburg, VA, EE. UU."
MOD Mission Critical,OM1 - Lightedge Omaha NE Data Center PoP,"1148 American Parkway, Papillion, NE, USA"
NETdepot,"NETdepot - Newark, NJ","165 Halsey Street, Newark, NJ 07102, USA"
LightEdge,San Diego II Data Center,"9725 Scranton Road, San Diego, CA, USA"
CenterServ,Portland Data Center,"111 SW 5th Ave, Portland, OR, USA"
"Superb Internet, A CherryRoad Company",NYC3 - Manhattan Data Center,"375 Pearl Street, Pearl Street, New York, NY, USA"
Csquare,IAD4-B Ashburn Data Center,"21561 Beaumeade Circle, Ashburn, VA 20147, USA"
Cogent Communications,Austin Data Center,"7301 Metro Center Dr, Austin, Texas 78744, USA"
Innova Solutions,New Jersey Data Center,"377 Hoes Lane suite 100, Piscataway, NJ 08854, USA"
Innova Solutions,Plano Data Center,"6111 West Plano Parkway, Plano, TX, USA"
Innova Solutions,Riverside Data Center,"1650 Iowa Avenue, Riverside, California, USA"
MDC Data Centers,SDG2 Data Center,"3180 University Ave, San Diego, CA 92104, EE. UU."
"Carroll-Net, Inc.","Hackensack, NJ Datacenter","905 Main St, Hackensack, NJ, USA"
CoreSite,SV8 Silicon Valley Data Center,"3035 Stender Way, Santa Clara, CA, USA"
TierPoint,Spokane 23403 East Mission Data Center,"23403 East Mission Avenue, Liberty Lake, WA 99019, USA"
China Telecom,CyrusOne Wappingers Falls Data Center,"155 Myers Corners Rd, Wappingers Falls, NY 12590, USA"
NaviSite,Santa Clara Data Center,"2720 Zanker Road, San Jose, CA, USA"
NetcroHosting,Miami Data Center,"36 NE 2nd St #400, Miami, FL 33132, USA"
Cogent Communications,Atlanta 2 Data Center,"1190 Allene Ave SW, Atlanta, Georgia 30310, USA"
CoreSpace,Atlanta Data Center,"56 Marietta Street NorthWest, Atlanta, GA 30303, USA"
Hivelocity,Albany Data Center,"175 Old Loudon Road, Latham, NY, USA"
"LightSpeed Hosting, LLC",Medina DC1,"387 Medina Road ste 200, Medina, Ohio 44256, USA"
Lumen,Tallahassee 1 Data Center,"619 Mabry Street, Tallahassee, FL, USA"
Lumen,Reno 1 Data Center,"220 Gardner Street, Reno, NV, USA"
Lumen,Salt Lake City 1 Data Center,"572 South Delong Street, Salt Lake City, UT, USA"
OneSource Cloud Corporation,Databank DFW2,"903 Quality Way, Richardson, TX 75081, USA"
Lumen,Phoenix 3 Data Center,"801 South 16th Street, Phoenix, AZ, USA"
Innova Solutions,Raleigh Data Center,"5171 Glenwood Avenue suite 443, Raleigh, NC, USA"
Firstlight Fiber,"Albany, NY Data Center","11 North Pearl Street, Albany, NY, EE. UU."
Firstlight Fiber,Boston Data Center,"70 Inner Belt Road, Somerville, MA, EE. UU."
Digital Realty,Silicon Valley SJC15 Data Center,"1201 Comstock Street, Santa Clara, CA, USA"
Hivelocity,FLL1 Ft Lauderdale FL,"36 Northeast 2nd Street suite 600, Miami, FL, USA"
Lumos Networks,211 Leon Sullivan Way Data Center,"211 Leon Sullivan Way, Charleston, WV, USA"
CenterServ,Denver Data Center,"1600 South Broadway, Denver, CO, USA"
PowerHouse Data Centers,"PowerHouse Pacific (Sterling, VA)","22070 Broderick Drive, Sterling, VA 20166, USA"
Cogent Communications,Hawaii Data Center,"96-1402 Waihona Pl, Pearl City, Hawaii 96782, USA"
Innova Solutions,New York Data Center,"1133 Avenue of the Americas suite 1500 & 1515, New York, NY, USA"
Lumen,Modesto 1 Data Center,"1224 13th Street, Modesto, CA, USA"
TierPoint,New York - 17 Skyline Dr - Hawthorne Data Center,"17 Skyline Drive, Hawthorne, NY, USA"
CoreSite,SV7 Silicon Valley Data Center,"3020 Coronado Drive, Santa Clara, CA, USA"
HorizonIQ,Seattle 1 Data Center,"140 4th Avenue South, Seattle, WA, USA"
AT&T,Hawthorne LAX1 Data Center,"2301 West 120th Street, Hawthorne, CA, USA"
LightEdge,San Jose Data Center,"7 Great Oaks Blvd, San Jose, California 95119, USA"
Telstra,Silicon Valley SV5 Data Center,"15 Great Oaks Blvd, San Jose, CA 95119, USA"
Cogent Communications,Portland Data Center,"2953 NW St Helens Rd, Portland, Oregon 97210, USA"
Innova Solutions,Fremont Data Center,"42840 Christy Street, Fremont, CA, USA"
Innova Solutions,Carlsbad Data Center,"5050 Avenida Encinas suite 100, Carlsbad, California, USA"
Metrobloks,PHX-A1 Metrobloks Data Center,"625 East Grant Street, Phoenix, Arizona, EE. UU."
Stream Data Centers,DFW VI – Legacy Business Park,"8375 Dominion Parkway, Plano, Texas 75024, EE. UU."
M&A Technology Inc.,Carrollton Data Center,"2045 Chenault Dr, Carrollton, TX 75006, USA"
MOD Mission Critical,SND1 - Databank San Diego Data Center PoP,"12270 World Trade Drive, San Diego, CA, USA"
China Telecom,SV3 Data Center,"1735 Lundy Avenue, San Jose, CA 95131, USA"
Cogent Communications,Seattle Data Center,"32275 32nd Avenue South, Federal Way, WA, USA"
Krypt,"Data Center San Jose, CA (SJC7)","534 Stockton Ave, San Jose, CA 95126, USA"
Csquare,SFO2-B Santa Clara Data Center,"4650 Old Ironsides Drive, Santa Clara, CA 95054, USA"
Cogent Communications,Anaheim 2 Data Center,"1750 West Penhall Way, Anaheim, California 92801, USA"
Cogent Communications,Spokane Data Center,"4725 S Spotted Rd, Spokane, Washington 99224, USA"
Cogent Communications,Oakland Data Center,"1624 Franklin Street, Oakland, CA, USA"
China Telecom,Ashburn 3 Data Center,"44790 Performance Circle, Ashburn, VA 20147, USA"
CenterServ,Henderson Data Center,"170 South Green Valley Parkway, Henderson, NV, USA"
Edgeuno,MIA1 Miami Data Center,"50 NE 9th St, Miami, Florida 33132, USA"
AT&T,New York NYC2 Data Center,"811 10th Avenue, New York, NY, USA"
Cogent Communications,Pennsauken Data Center,"4101 Maple Ave, Merchantville, New Jersey 08109, USA"
Innova Solutions,Irvine Data Center,"111 Pacifica suite 110, Irvine, California, USA"
Innova Solutions,Colorado Springs Data Center,"5625 Delmonico Dr suite 320 office 324, Colorado Springs, CO 80919, USA"
TATA Communications,New York Data Center,"551 5th Avenue, New York, NY, USA"
Zenlayer,IAD2 Washington DC Data Center,"21691 Filigree Court, Ashburn, VA 20147, USA"
CenterServ,Plano Data Center,"101 E Park Blvd, Plano, TX, USA"
COPT Defense Properties,"1751 Pinnacle Drive, Tysons","1751 Pinnacle Drive, Tysons, VA, USA"
Stack Infrastructure,NVA06 Northern Virginia Data Center,"19275 Compass Creek Pkwy, Leesburg, Virginia 20175, USA"
"Consolidated Communications Holdings, Inc.",Tarentum (Rockpointe) Data Center,"400 MSA Drive, Tarentum, Pennsylvania 15084, EE. UU."
H5 Data Centers,Virginia Data Center,"4050 Lafayette Center Dr, Chantilly, VA 20151, USA"
"Colovore, LLC",SJC01 Santa Clara Data Center,"1101 Space Park Drive, Santa Clara, CA, USA"
China Telecom,Cyxtera SC8 Data Center,"4700 Old Ironsides Dr, Santa Clara, CA 95054, USA"
CenterServ,Washington Data Center,"1050 Connecticut Ave NW, Washington, DC, USA"
NJFX LLC,Tier 3 by the Subsea Data Center,"1410 Wall Church Road, Wall Township, NJ, USA"
Cogent Communications,Palm Springs Data Center,"3601 N Indian Canyon Dr, Palm Springs, California 92262, USA"
Cogent Communications,Houston 2 Data Center,"8902 Point 6 Circle, Houston, Texas 77095, USA"
Lumen,Portland 3 Data Center,"14197 Southwest Millikan Way, Beaverton, OR, EE. UU."
365 Data Centers,VA3 Reston Data Center,"12100 Sunset Hills Road, Reston, VA, USA"
menlo digital,MD-VA2 (Sterling),"22275 Pacific Blvd, Sterling, VA, EE. UU."
Evocative,Santa Clara Data Center (SJC3),"3080 Raymond St, Santa Clara, CA, USA"
Krypt,"Data Center El Segundo, CA (LAX13)","444 South Nash Street, El Segundo, CA 90245, USA"
Citynet,Bridgeport Data Center,"100 Platinum Drive, Bridgeport, Virginia Occidental, EE. UU."
VPSserver,Chicago Data Center,"427 South LaSalle Street, Chicago, Illinois, EE. UU."
DataBank,SFO1 Silicon Valley Data Center,"5101 Lafayette Street, Santa Clara, CA, USA"
DP Facilities,Mineral Gap Data Center Campus,"5978 Windswept Blvd, Wise, VA, USA"
HorizonIQ,Los Angeles 1 Data Center,"3690 Redondo Beach Avenue, Redondo Beach, CA, USA"
Cogent Communications,Richmond Data Center,"1001 Oliver Hill Way, Richmond, Virginia 23219, USA"
CBTS LLC,Florence Data Center,"987 South Central Avenue, Florence, Los Angeles, CA, USA"
Lumen,Cincinnati 3 Data Center,"1428 West 8th Street, Cincinnati, OH, USA"
Aptum Technologies,Herndon Data Center,"2350 Corporate Park Dr, Herndon, Virginia, EE. UU."
NETdepot,NETdepot - San Francisco,"760 Mission Ct, Fremont, CA 94539, USA"
Enzu,LAS2 Las Vegas Data Center,"3330 E Lone Mountain Rd, North Las Vegas, NV, USA"
CenterServ,Norfolk Data Center,"999 Waterside Drive, Norfolk, VA, USA"
Lumen,Eugene 1 Data Center,"1745 W 5th Ave, Eugene, OR, USA"
Lumen,Charlotte 4 Data Center,"5001 Airport Center Pkwy, Charlotte, NC, USA"
Innova Solutions,Sacramento Data Center,"1104 Corporate Way suite 100, Sacramento, California, USA"
Crown Castle,Crown Castle Worcester (MA3),"474 Main Street #1608, Clinton, Worcester, Massachusetts, USA"
Flõ Networks,Flo Networks ELP01,"500 West Overland Avenue, El Paso, TX 79901, USA"
TATA Communications,Santa Clara Data Center,"5201 Great America Parkway, Santa Clara, CA, USA"
Coloblox,ATL1 Data Center,"55 Marietta Street, Marietta Street NorthWest, Atlanta, GA 30303, USA"
CenterServ,Arlington Data Center,"2000 East Lamar Boulevard, Arlington, TX, USA"
Lumen,Richmond 1 Data Center,"8851 Park Central Drive, Richmond, VA, USA"
Cogent Communications,Washington DC 2 Data Center,"1050 Connecticut Ave NW, Washington D.C., District of Columbia 20036, USA"
Volico Data Center,DFL - Deerfield Data Center,"500 Northwest 48 Street, Pompano Beach, Florida 33064, USA"
Lumen,Anaheim 1 Data Center,"2461 West La Palma Avenue, Anaheim, CA, USA"
ExcalTech,Illinois Data Center,"1625 Winnetka Circle, Rolling Meadows, IL, USA"
Equinix,SV16 Silicon Valley Data Center,"3000 Corvin Drive, Santa Clara, CA, USA"
CenterServ,Lexington Data Center,"2333 Alexandria Drive, Lexington, KY, USA"
Lumen,Dayton 2 Data Center,"130 West 2nd Street, Dayton, OH, USA"
Lumen,Houston 3 Data Center,"2300 Lyons Avenue, Houston, TX, USA"
Lumen,Seattle 3 Data Center,"1505 5th Avenue, Seattle, WA, USA"
Crown Castle,Garfield Heights Data Center,"15565 Neo Parkway, Garfield Heights, Ohio, EE. UU."
Aligned Data Centers,PHX-05 Data Center,"2500 West Union Hills Drive, Phoenix, AZ 85027, USA"
CenterServ,Cincinnati Data Center,"201 East 5th Street, Cincinnati, OH, USA"
CenterServ,Sacramento Data Center,"980 9th Street (Park Towers), 9th Street, Sacramento, CA, USA"
CyberNest,CyberNest Dallas,"400 S Akard St, Dallas, TX 75202, USA"
Lumen,Laredo 1 Data Center,"504 Farragut Street, Laredo, TX, USA"
Lumen,Richmond 2 Data Center,"8145 Old Staples Mill Road, Richmond, VA, USA"
Lumos Networks,1145 River Rd Data Center,"1145 River Rd, Charlottesville, VA, USA"
Lumos Networks,524 W Broad St Data Center,"524 W Broad St, Waynesboro, VA, USA"
Stack Infrastructure,SVY06 - Silicon Valley Data Center,"1849 Fortune Dr, San Jose, California 95131, USA"
Stack Infrastructure,NVA02D Northern Virginia Data Center,"9590 Hornbaker Road, Manassas, VA, USA"
Cogent Communications,San Jose Data Center,"801 Newhall St, San Jose, California 95110, USA"
OneSource Cloud Corporation,EQ DA1,"1949 N Stemmons Fwy, Dallas, TX 75207, USA"
Lumen,San Luis Obispo 1 Data Center,"775 Capitolio Way, San Luis Obispo, CA, USA"
ColoCrossing,San Jose (SJ1) Data Center,"55 South Market Street, San Jose, California, EE. UU."
